dates,Upper Aquifer,Corcoran Clay,Lower Aquifer,Total
14-May-1951,0.0,0.0,0.0,0.0
15-May-1951,-2.154289936685515e-05,7.074385143192648e-06,-0.00013946841948137974,-0.00015393693370504224
16-May-1951,-4.395210303737022e-05,1.3741385194157047e-05,-0.0002898812601061144,-0.0003200919779493276
17-May-1951,-6.694309512232973e-05,2.0025596752616583e-05,-0.0004476706841160607,-0.0004945881824857738
18-May-1951,-9.040050298374626e-05,2.5949674376466706e-05,-0.0006114127063424246,-0.0006758635349497042
19-May-1951,-0.00011425384897223971,3.153429397364031e-05,-0.0007802523882038666,-0.0008629719432024659
20-May-1951,-0.00013845299530114663,3.67989680539323e-05,-0.0009535925893932144,-0.0010552466166404287
21-May-1951,-0.00016295908983530923,4.17615394571364e-05,-0.0011309791910606543,-0.0012521767414388272
22-May-1951,-0.00018774030979889424,4.6438531268779937e-05,-0.0013120471365860918,-0.001453348915116206
23-May-1951,-0.00021276955531965,5.084538433915823e-05,-0.001496491203452694,-0.0016584153744331857
24-May-1951,-0.00023802307308161673,5.499620967363279e-05,-0.0016840485987641533,-0.0018670754621721373
25-May-1951,-0.00026347957403068567,5.890424095484765e-05,-0.0018744878623321234,-0.0020790631954079614
26-May-1951,-0.00028911963558165155,6.258180377715481e-05,-0.0020676014156805044,-0.002294139247485001
27-May-1951,-0.00031492527876575806,6.604084897941243e-05,-0.0022632003512927266,-0.0025120847810790724
28-May-1951,-0.00034087965928066623,6.929166173501589e-05,-0.002461110667219815,-0.0027326986647654653
29-May-1951,-0.0003669668364004032,7.234429005240336e-05,-0.002661170471934174,-0.002955793018282174
30-May-1951,-0.000393171597196613,7.52081488729478e-05,-0.0028632278618529287,-0.003181191310176594
31-May-1951,-0.00041947932137307176,7.789286291827012e-05,-0.0030671392789283656,-0.003408725737383167
01-Jun-1951,-0.00044587587650195043,8.040594531279263e-05,-0.0032727682184493746,-0.0036382381496385323
02-Jun-1951,-0.0004723475364929872,8.275521270136583e-05,-0.0034799841982925293,-0.0038695765220841507
03-Jun-1951,-0.000498880917909509,8.494803427911407e-05,-0.003688661926240068,-0.0041025948098704626
04-Jun-1951,-0.0005254629302036135,8.699249279091973e-05,-0.0038986806204190944,-0.004337151057831788
05-Jun-1951,-0.0005520807367558348,8.88940413944819e-05,-0.004109923449121734,-0.004573110144483087
06-Jun-1951,-0.0005787217244364281,9.06589117830329e-05,-0.004322277065559136,-0.004810339878212531
07-Jun-1951,-0.0006053734797966685,9.229301479627909e-05,-0.0045356312182863075,-0.005048711683286697
08-Jun-1951,-0.0006320237705304814,9.380342496666201e-05,-0.004749878423231281,-0.0052880987687951
09-Jun-1951,-0.0006586605310403286,9.519402181965114e-05,-0.004964913685758044,-0.005528380194978721
10-Jun-1951,-0.0006852718512531239,9.646989458854203e-05,-0.005180634264046212,-0.005769436220710794
11-Jun-1951,-0.0007118459680196647,9.763589891236767e-05,-0.005396939466898978,-0.0060111495360062744
12-Jun-1951,-0.0007383712585070528,9.869846822259786e-05,-0.00561373048003204,-0.006253403270316495
13-Jun-1951,-0.0007648362352207169,9.96602441875603e-05,-0.005830910216685458,-0.006496086207718615
14-Jun-1951,-0.0007912295422580658,0.00010052547970115126,-0.006048383188452838,-0.006739087251009752
15-Jun-1951,-0.0008175399525926358,0.00010129825484385421,-0.006266055393682484,-0.0069822970914312655
16-Jun-1951,-0.0008437563661188678,0.0001019846170179772,-0.00648383422054509,-0.00722560596964598
17-Jun-1951,-0.0008698678083548997,0.00010258620438971343,-0.006701628363069373,-0.007468909967034559
18-Jun-1951,-0.0008958634296130157,0.00010310664750838209,-0.006919347748013903,-0.007712104530118537
19-Jun-1951,-0.0009217325045942028,0.00010354944687941189,-0.007136903471478181,-0.007955086529192973
20-Jun-1951,-0.00094746443227901,0.00010392044282873116,-0.007354207743720111,-0.00819775173317039
21-Jun-1951,-0.0009730487360696538,0.00010422043535191937,-0.007571173841243471,-0.008440002141961205
22-Jun-1951,-0.0009984750641504818,0.000104452583751638,-0.007787716065378637,-0.00868173854577748
23-Jun-1951,-0.0010237331899818252,0.00010461994767292845,-0.008003749706303208,-0.008922862948612104
24-Jun-1951,-0.0010488130129503543,0.00010472828704047512,-0.008219191012194864,-0.009163275738104742
25-Jun-1951,-0.0010737045590940312,0.00010477768153111216,-0.008433957162592678,-0.009402884040155596
26-Jun-1951,-0.0010983979819369253,0.00010477092689070465,-0.008647966245828122,-0.009641593300874343
27-Jun-1951,-0.0011228835633627142,0.00010471074098437079,-0.008861137239751491,-0.009879310062129835
28-Jun-1951,-0.0011471517145675693,0.00010460289369947778,-0.00907338999572539,-0.010115938816593482
29-Jun-1951,-0.001171192977028653,0.00010444682923791172,-0.009284645225221724,-0.010351391373012466
30-Jun-1951,-0.0011949980235317732,0.00010424505718671352,-0.009494824489069919,-0.010585577455414979
01-Jul-1951,-0.0012185576591995217,0.00010400002497834076,-0.00970385018877695,-0.010818407822998132
02-Jul-1951,-0.0012418628225631455,0.00010371757731964777,-0.00991164556000964,-0.011049790805253137
03-Jul-1951,-0.0012649045866340554,0.00010339658458356113,-0.010118134667793547,-0.01127964266984404
04-Jul-1951,-0.0012876741599863835,0.00010303932622412097,-0.010323242403350863,-0.011507877237113126
05-Jul-1951,-0.0013101628878619547,0.00010264803096652809,-0.010526894482516471,-0.011734409339411897
06-Jul-1951,-0.0013323622532575075,0.00010222866507024014,-0.010729017445355869,-0.011959151033543136
07-Jul-1951,-0.0013542638780366944,0.00010177957025193549,-0.010929538657145143,-0.012182022964929902
08-Jul-1951,-0.0013758595240188336,0.00010130283661323216,-0.011128386310308935,-0.012402942997714536
09-Jul-1951,-0.0013971410940869242,0.00010080051186532036,-0.011325489427497417,-0.012621830009719021
10-Jul-1951,-0.0014181006332693435,0.00010027871752839583,-0.011520777865430383,-0.012838599781171332
11-Jul-1951,-0.0014387303298362515,9.973530002024287e-05,-0.011714182319694837,-0.013053177349510845
12-Jul-1951,-0.0014590225163672813,9.9172189882927e-05,-0.011905634330152782,-0.013265484656637136
13-Jul-1951,-0.0014789696708298436,9.859128136609877e-05,-0.012095066287146643,-0.013475444676610389
14-Jul-1951,-0.0014985644176267693,9.799887549897671e-05,-0.01228241143818392,-0.013682976980311713
15-Jul-1951,-0.0015177995286497362,9.739234820269112e-05,-0.01246760389527994,-0.013888011075726984
16-Jul-1951,-0.0015366679243072699,9.677349225410277e-05,-0.012650578642713194,-0.01409047307476636
17-Jul-1951,-0.0015551626745383246,9.61440685956319e-05,-0.012831271545217883,-0.014290290151160576
18-Jul-1951,-0.0015732769998208483,9.551057506838447e-05,-0.013009619356634283,-0.014487385781386747
19-Jul-1951,-0.0015910042721472301,9.48699356568468e-05,-0.01318555972880019,-0.014681694065290574
20-Jul-1951,-0.0016083380159984282,9.422382129343541e-05,-0.013359031220850132,-0.014873145415555124
21-Jul-1951,-0.0016252719092830022,9.357387432260503e-05,-0.013529973308675463,-0.01506167134363586
22-Jul-1951,-0.0016417997842713234,9.292680155645439e-05,-0.01369832639470993,-0.0152471993774248
23-Jul-1951,-0.0016579156284941966,9.22790890147239e-05,-0.01386403181781323,-0.015429668357292701
24-Jul-1951,-0.001673613585633545,9.163229735933512e-05,-0.014027031863406906,-0.015609013151681115
25-Jul-1951,-0.0016888879563766918,9.098796101081559e-05,-0.014187269773653685,-0.01578516976901956
26-Jul-1951,-0.0017037331992592365,9.035300406609935e-05,-0.014344689757819292,-0.01595806995301243
27-Jul-1951,-0.0017181439314751246,8.972348516759805e-05,-0.014499237002658654,-0.01612765744896618
28-Jul-1951,-0.0017321149296618999,8.910086304524284e-05,-0.014650857682855813,-0.01629387174947247
29-Jul-1951,-0.0017456411306664573,8.848657186212493e-05,-0.014799498971536876,-0.01645665353034121
30-Jul-1951,-0.0017587176322737198,8.788767233241407e-05,-0.014945118767659582,-0.016615948727600888
31-Jul-1951,-0.0017713396939180038,8.729971954608013e-05,-0.015087676078986475,-0.0167717160533584
01-Aug-1951,-0.0017835027373558853,8.672406543915879e-05,-0.015227122637003801,-0.016923901308920526
02-Aug-1951,-0.001795202347319368,8.616203890651406e-05,-0.01536341081613633,-0.017072451124549182
03-Aug-1951,-0.001806434272130361,8.56210025975418e-05,-0.01549649386260038,-0.017217307132133198
04-Aug-1951,-0.0018171944242927683,8.50961730097808e-05,-0.015626325972100327,-0.017358424223383316
05-Aug-1951,-0.00182747888104584,8.458881146116402e-05,-0.015752862332869527,-0.017495752402454202
06-Aug-1951,-0.0018372838848927527,8.410015694350235e-05,-0.0158760591548911,-0.017629242882840353
07-Aug-1951,-0.0018466058440903131,8.363780075293633e-05,-0.015995873692139534,-0.01775884173547691
08-Aug-1951,-0.00185544133311134,8.319655225816443e-05,-0.01611226426088146,-0.017884509041734636
09-Aug-1951,-0.0018637870930697385,8.277758463288068e-05,-0.016225190255444985,-0.018006199763881844
10-Aug-1951,-0.0018716400321121902,8.238204918469225e-05,-0.01633461216228632,-0.01812387014521382
11-Aug-1951,-0.0018789972257773379,8.201776593435851e-05,-0.01644049157283527,-0.01823747103267825
12-Aug-1951,-0.0018858559173168712,8.167914079130947e-05,-0.016542791195377552,-0.018346967971903112
13-Aug-1951,-0.0018922135179837065,8.136726034379366e-05,-0.016641474866199872,-0.018452321123839786
14-Aug-1951,-0.0018980676072821341,8.108318958565347e-05,-0.01673650756009118,-0.01855349197778766
15-Aug-1951,-0.0019034159331830346,8.083497646230588e-05,-0.016827855400309982,-0.01865043635703071
16-Aug-1951,-0.0019082564123013165,8.061662646051184e-05,-0.016915485668061062,-0.018743125453901867
17-Aug-1951,-0.001912587130036351,8.042914047200725e-05,-0.016999366811531816,-0.01883152480109616
18-Aug-1951,-0.001916406340675287,8.027349793042794e-05,-0.01707946845451757,-0.01891560129726243
19-Aug-1951,-0.0019197124674572791,8.015797324486469e-05,-0.01715576140465041,-0.018995315898862823
20-Aug-1951,-0.0019225041026010457,8.007617409002053e-05,-0.017228217661261157,-0.019070645589772183
21-Aug-1951,-0.0019247800072919972,8.002901607446044e-05,-0.017296810422865242,-0.01914156141408278
22-Aug-1951,-0.0019265391116314605,8.001739339169005e-05,-0.017361514094298158,-0.019208035812537928
23-Aug-1951,-0.0019277805145476808,8.004980496757065e-05,-0.0174223042935034,-0.01927003500308351
24-Aug-1951,-0.0019285034836643879,8.011946301150819e-05,-0.017479157857953648,-0.019327541878606528
25-Aug-1951,-0.0019287074551339305,8.02271979416133e-05,-0.017532052850751764,-0.01938053310794408
26-Aug-1951,-0.0019283920334255535,8.03738187444145e-05,-0.017580968566354674,-0.019428986781035815
27-Aug-1951,-0.0019275569910791432,8.056804656929245e-05,-0.017625885535987106,-0.019472874480496956
28-Aug-1951,-0.0019262022684125915,8.08027003738982e-05,-0.017666785532670478,-0.01951218510070917
29-Aug-1951,-0.0019243279731953665,8.107852528262864e-05,-0.017703651575948578,-0.019546901023861314
30-Aug-1951,-0.00192193438027428,8.13962449392906e-05,-0.01773646793621902,-0.01957700607155401
31-Aug-1951,-0.0019190219311663904,8.176480018855977e-05,-0.01776522013876659,-0.01960247726974442
01-Sep-1951,-0.0019155912336033054,8.217661892327485e-05,-0.017789894967397406,-0.019623309582077437
02-Sep-1951,-0.0019116430610396863,8.26323607755452e-05,-0.01781048046775371,-0.01963949116801785
03-Sep-1951,-0.0019071783521216615,8.31326638372265e-05,-0.017826965950282526,-0.019651011638566963
04-Sep-1951,-0.0019021982101071146,8.368668597829833e-05,-0.01783934199280495,-0.019657853516933766
05-Sep-1951,-0.0018967039022553915,8.428646627085905e-05,-0.017847600442796298,-0.01966001787878083
06-Sep-1951,-0.001890696859164405,8.49325786424038e-05,-0.017851734419236785,-0.019657498699758788
07-Sep-1951,-0.0018841786740786126,8.562557542824946e-05,-0.01785173831418046,-0.019650291412830822
08-Sep-1951,-0.0018771511021435125,8.63748287842844e-05,-0.017847607793885407,-0.019638384067244635
09-Sep-1951,-0.0018696160596320174,8.717199133450236e-05,-0.017839339799666967,-0.019621783867964482
10-Sep-1951,-0.0018615756231164901,8.801755114253594e-05,-0.017826932548303285,-0.019600490620277237
11-Sep-1951,-0.0018530320286137538,8.89119746502062e-05,-0.01781038553216896,-0.019574505586132506
12-Sep-1951,-0.0018439876706746357,8.986484555365379e-05,-0.017789699518912516,-0.0195438223440335
13-Sep-1951,-0.0018344451014482466,9.086743258445501e-05,-0.017764876550867358,-0.019508454219731148
14-Sep-1951,-0.0018244070296906559,9.192013789062558e-05,-0.0177359199440063,-0.01946840683580633
15-Sep-1951,-0.0018138763197429898,9.302334200322443e-05,-0.017702834286592212,-0.01942368726433198
16-Sep-1951,-0.0018028559904699434,9.418683745458656e-05,-0.017665625437471234,-0.01937429459048659
17-Sep-1951,-0.0017913492141466997,9.540151187064169e-05,-0.017624300523927525,-0.019320248226203582
18-Sep-1951,-0.0017793593153227687,9.66676815838645e-05,-0.017578867939281987,-0.019261559573020892
19-Sep-1951,-0.0017668897696277205,9.798564135861427e-05,-0.01752933734000938,-0.019198241468278487
20-Sep-1951,-0.0017539442025561692,9.936538994428356e-05,-0.017475719642612,-0.019130298455223883
21-Sep-1951,-0.0017405263881940588,0.00010079743691368426,-0.017418027020006256,-0.01905775597128663
22-Sep-1951,-0.0017266402479257114,0.00010228201307212707,-0.01735627289767323,-0.018980631132526814
23-Sep-1951,-0.0017122898490816248,0.00010381932775720888,-0.01729047194931707,-0.018898942470641486
24-Sep-1951,-0.0016974794035687463,0.00010541958343193577,-0.01722064009229489,-0.0188126999124317
25-Sep-1951,-0.0016822132664407808,0.00010707291496658818,-0.01714679448255034,-0.018721934834024533
26-Sep-1951,-0.0016664959344526427,0.00010877946814446307,-0.017068953509327005,-0.018626669975635186
27-Sep-1951,-0.0016503320445563747,0.00011053936743955317,-0.016987136789391205,-0.018526929466508028
28-Sep-1951,-0.0016337263723733755,0.00011236301666965705,-0.016901365160984807,-0.018422728516688525
29-Sep-1951,-0.0016166838306304696,0.00011424017967244797,-0.016811660677429077,-0.0183141043283871
30-Sep-1951,-0.0015992094675440958,0.00011617091795471873,-0.016718046600276076,-0.018201085149865452
01-Oct-1951,-0.0015813084651907904,0.00011815527193480754,-0.016620547392252903,-0.018083700585508886
02-Oct-1951,-0.0015629861378174516,0.000120203844590062,-0.01651918870969996,-0.01796197100292735
03-Oct-1951,-0.0015442479301409505,0.0001223060327356054,-0.016413997394819586,-0.01783593929222493
04-Oct-1951,-0.0015250994155873625,0.0001244618146043073,-0.016305001467416952,-0.017705639068400007
05-Oct-1951,-0.0015055462945223752,0.00012667114762878238,-0.016192230116461093,-0.017571105263354685
06-Oct-1951,-0.0014855943924212437,0.00012894483193220377,-0.0160757136911377,-0.01743236325162674
07-Oct-1951,-0.0014652496580315132,0.00013127190166870983,-0.0159554836917315,-0.017289461448094304
08-Oct-1951,-0.0014445181614774747,0.00013365225307115084,-0.015831572760012187,-0.01714243866841851
09-Oct-1951,-0.0014234060923482641,0.00013608576193018868,-0.015704014669390722,-0.0169913349998088
10-Oct-1951,-0.0014019197577543878,0.000138583423694308,-0.015572844314750704,-0.016836180648810782
11-Oct-1951,-0.0013800655803343897,0.00014113391457984954,-0.015438097701834935,-0.016677029367589476
12-Oct-1951,-0.0013578500962570115,0.00014373705037379412,-0.015299811936477243,-0.01651392498236046
13-Oct-1951,-0.00133527995316366,0.00014639262685019248,-0.015158025213328624,-0.016346912539642093
14-Oct-1951,-0.0013123619081098505,0.00014911183316418386,-0.015012776804449164,-0.01617602687939483
15-Oct-1951,-0.00128910282544735,0.00015188299268434553,-0.014864107047396715,-0.01600132688015972
