dates,Interconnected Matrix,total_5.00 clays,total
27-Jun-1951,-0.0006796340760230376,-0.0004432494873396766,-0.0011228835633627142
28-Jun-1951,-0.0006921508639986096,-0.0004550008505689596,-0.0011471517145675693
29-Jun-1951,-0.0007044742132280074,-0.00046671876380064553,-0.001171192977028653
30-Jun-1951,-0.000716600556365148,-0.0004783974671666252,-0.0011949980235317732
01-Jul-1951,-0.000728526384650697,-0.0004900312745488246,-0.0012185576591995217
02-Jul-1951,-0.0007402482489605636,-0.0005016145736025818,-0.0012418628225631455
03-Jul-1951,-0.0007517627608241541,-0.0005131418258099014,-0.0012649045866340554
04-Jul-1951,-0.0007630665934249461,-0.0005246075665614374,-0.0012876741599863835
05-Jul-1951,-0.0007741564825945794,-0.0005360064052673751,-0.0013101628878619547
06-Jul-1951,-0.0007850292277707456,-0.000547333025486762,-0.0013323622532575075
07-Jul-1951,-0.0007956816929547475,-0.0005585821850819469,-0.0013542638780366944
08-Jul-1951,-0.0008061108076318117,-0.000569748716387022,-0.0013758595240188336
09-Jul-1951,-0.0008163135676897,-0.0005808275263972241,-0.0013971410940869242
10-Jul-1951,-0.000826287036300324,-0.0005918135969690195,-0.0014181006332693435
11-Jul-1951,-0.000836028344798367,-0.0006027019850378845,-0.0014387303298362515
12-Jul-1951,-0.0008455346935231569,-0.0006134878228441245,-0.0014590225163672813
13-Jul-1951,-0.0008548033526562425,-0.000624166318173601,-0.0014789696708298436
14-Jul-1951,-0.000863831663022523,-0.0006347327546042463,-0.0014985644176267693
15-Jul-1951,-0.0008726170368849026,-0.0006451824917648337,-0.0015177995286497362
16-Jul-1951,-0.0008811569587081342,-0.0006555109655991357,-0.0015366679243072699
17-Jul-1951,-0.000889448985901755,-0.0006657136886365696,-0.0015551626745383246
18-Jul-1951,-0.0008974907495498991,-0.0006757862502709492,-0.0015732769998208483
19-Jul-1951,-0.0009052799551064644,-0.0006857243170407657,-0.0015910042721472301
20-Jul-1951,-0.000912814383081621,-0.0006955236329168073,-0.0016083380159984282
21-Jul-1951,-0.0009200918896931812,-0.000705180019589821,-0.0016252719092830022
22-Jul-1951,-0.0009271104075078826,-0.0007146893767634408,-0.0016417997842713234
23-Jul-1951,-0.0009338679460482292,-0.0007240476824459674,-0.0016579156284941966
24-Jul-1951,-0.0009403625923878817,-0.0007332509932456632,-0.001673613585633545
25-Jul-1951,-0.000946592511713115,-0.0007422954446635768,-0.0016888879563766918
26-Jul-1951,-0.0009525559478711402,-0.0007511772513880963,-0.0017037331992592365
27-Jul-1951,-0.0009582512238883669,-0.0007598927075867577,-0.0017181439314751246
28-Jul-1951,-0.00096367674246583,-0.0007684381871960698,-0.0017321149296618999
29-Jul-1951,-0.0009688309864563258,-0.0007768101442101316,-0.0017456411306664573
30-Jul-1951,-0.0009737125193096885,-0.0007850051129640314,-0.0017587176322737198
31-Jul-1951,-0.0009783199855026127,-0.0007930197084153911,-0.0017713396939180038
01-Aug-1951,-0.0009826521109363583,-0.0008008506264195271,-0.0017835027373558853
02-Aug-1951,-0.0009867077033180035,-0.0008084946440013645,-0.001795202347319368
03-Aug-1951,-0.0009904856525103443,-0.0008159486196200167,-0.001806434272130361
04-Aug-1951,-0.0009939849308639782,-0.0008232094934287901,-0.0018171944242927683
05-Aug-1951,-0.0009972045935189241,-0.0008302742875269159,-0.00182747888104584
06-Aug-1951,-0.0010001437786872757,-0.000837140106205477,-0.0018372838848927527
07-Aug-1951,-0.0010028017079061165,-0.0008438041361841966,-0.0018466058440903131
08-Aug-1951,-0.0010051776862702263,-0.0008502636468411136,-0.00185544133311134
09-Aug-1951,-0.0010072711026370253,-0.0008565159904327132,-0.0018637870930697385
10-Aug-1951,-0.0010090814298072063,-0.0008625586023049839,-0.0018716400321121902
11-Aug-1951,-0.0010106082246822262,-0.0008683890010951116,-0.0018789972257773379
12-Aug-1951,-0.001011851128394369,-0.0008740047889225023,-0.0018858559173168712
13-Aug-1951,-0.0010128098664140554,-0.0008794036515696509,-0.0018922135179837065
14-Aug-1951,-0.0010134842486304355,-0.0008845833586516986,-0.0018980676072821341
15-Aug-1951,-0.001013874169408243,-0.0008895417637747917,-0.0019034159331830346
16-Aug-1951,-0.0010139796076188625,-0.000894276804682454,-0.0019082564123013165
17-Aug-1951,-0.0010138006266465435,-0.0008987865033898074,-0.001912587130036351
18-Aug-1951,-0.0010133373743699194,-0.0009030689663053677,-0.001916406340675287
19-Aug-1951,-0.0010125900831176465,-0.0009071223843396326,-0.0019197124674572791
20-Aug-1951,-0.001011559069600311,-0.0009109450330007348,-0.0019225041026010457
21-Aug-1951,-0.0010102447348158525,-0.0009145352724761447,-0.0019247800072919972
22-Aug-1951,-0.0010086475639308954,-0.0009178915477005651,-0.0019265391116314605
23-Aug-1951,-0.0010067681261377594,-0.0009210123884099213,-0.0019277805145476808
24-Aug-1951,-0.0010046070744843165,-0.0009238964091800714,-0.0019285034836643879
25-Aug-1951,-0.0010021651456823247,-0.0009265423094516059,-0.0019287074551339305
26-Aug-1951,-0.0009994431598870101,-0.0009289488735385433,-0.0019283920334255535
27-Aug-1951,-0.0009964420204563915,-0.0009311149706227517,-0.0019275569910791432
28-Aug-1951,-0.0009931627136810185,-0.000933039554731573,-0.0019262022684125915
29-Aug-1951,-0.0009896063084945251,-0.0009347216647008414,-0.0019243279731953665
30-Aug-1951,-0.0009857739561538398,-0.0009361604241204403,-0.00192193438027428
31-Aug-1951,-0.0009816668899012956,-0.0009373550412650949,-0.0019190219311663904
01-Sep-1951,-0.000977286424596251,-0.0009383048090070545,-0.0019155912336033054
02-Sep-1951,-0.000972633956326558,-0.0009390091047131283,-0.0019116430610396863
03-Sep-1951,-0.0009677109619967106,-0.0009394673901249508,-0.0019071783521216615
04-Sep-1951,-0.0009625189988863187,-0.0009396792112207959,-0.0019021982101071146
05-Sep-1951,-0.0009570597041931888,-0.0009396441980622028,-0.0018967039022553915
06-Sep-1951,-0.0009513347945434838,-0.0009393620646209213,-0.001890696859164405
07-Sep-1951,-0.0009453460654879259,-0.0009388326085906866,-0.0018841786740786126
08-Sep-1951,-0.0009390953909646635,-0.000938055711178849,-0.0018771511021435125
09-Sep-1951,-0.0009325847227492479,-0.0009370313368827694,-0.0018696160596320174
10-Sep-1951,-0.0009258160898708156,-0.0009357595332456745,-0.0018615756231164901
11-Sep-1951,-0.0009187915980165712,-0.0009342404305971827,-0.0018530320286137538
12-Sep-1951,-0.0009115134289017982,-0.0009324742417728376,-0.0018439876706746357
13-Sep-1951,-0.000903983839629638,-0.0009304612618186086,-0.0018344451014482466
14-Sep-1951,-0.0008962051620166958,-0.00092820186767396,-0.0018244070296906559
15-Sep-1951,-0.000888179801904323,-0.0009256965178386666,-0.0018138763197429898
16-Sep-1951,-0.0008799102384485298,-0.0009229457520214137,-0.0018028559904699434
17-Sep-1951,-0.0008713990233790995,-0.0009199501907676003,-0.0017913492141466997
18-Sep-1951,-0.0008626487802506989,-0.0009167105350720697,-0.0017793593153227687
19-Sep-1951,-0.0008536622036580384,-0.0009132275659696821,-0.0017668897696277205
20-Sep-1951,-0.0008444420584450285,-0.0009095021441111407,-0.0017539442025561692
21-Sep-1951,-0.0008349911788776478,-0.000905535209316411,-0.0017405263881940588
22-Sep-1951,-0.000825312467812181,-0.0009013277801135304,-0.0017266402479257114
23-Sep-1951,-0.0008154088958267022,-0.0008968809532549226,-0.0017122898490816248
24-Sep-1951,-0.0008052835003494068,-0.0008921959032193395,-0.0016974794035687463
25-Sep-1951,-0.0007949393847497719,-0.0008872738816910089,-0.0016822132664407808
26-Sep-1951,-0.0007843797174278893,-0.0008821162170247534,-0.0016664959344526427
27-Sep-1951,-0.0007736077308677388,-0.0008767243136886358,-0.0016503320445563747
28-Sep-1951,-0.0007626267206826143,-0.0008710996516907611,-0.0016337263723733755
29-Sep-1951,-0.000751440044642223,-0.0008652437859882465,-0.0016166838306304696
30-Sep-1951,-0.0007400511216693529,-0.000859158345874743,-0.0015992094675440958
01-Oct-1951,-0.0007284634308364204,-0.0008528450343543701,-0.0015813084651907904
02-Oct-1951,-0.0007166805103247044,-0.0008463056274927471,-0.0015629861378174516
03-Oct-1951,-0.0007047059563859599,-0.0008395419737549906,-0.0015442479301409505
04-Oct-1951,-0.0006925434222665166,-0.000832555993320846,-0.0015250994155873625
05-Oct-1951,-0.0006801966171351735,-0.0008253496773872016,-0.0015055462945223752
06-Oct-1951,-0.0006676693049735349,-0.0008179250874477087,-0.0014855943924212437
07-Oct-1951,-0.0006549653034713242,-0.000810284354560189,-0.0014652496580315132
08-Oct-1951,-0.0006420884828857036,-0.0008024296785917711,-0.0014445181614774747
09-Oct-1951,-0.0006290427648984319,-0.0007943633274498322,-0.0014234060923482641
10-Oct-1951,-0.0006158321214580814,-0.0007860876362963064,-0.0014019197577543878
11-Oct-1951,-0.00060246057359312,-0.0007776050067412697,-0.0013800655803343897
12-Oct-1951,-0.0005889321902318929,-0.0007689179060251187,-0.0013578500962570115
13-Oct-1951,-0.0005752510869852686,-0.0007600288661783914,-0.00133527995316366
14-Oct-1951,-0.0005614214249388441,-0.0007509404831710064,-0.0013123619081098505
15-Oct-1951,-0.0005474474094080535,-0.0007416554160392965,-0.00128910282544735
16-Oct-1951,-0.0005333332887040568,-0.0007321763860029675,-0.0012655096747070244
17-Oct-1951,-0.000519083352862725,-0.0007225061755601733,-0.0012415895284228983
18-Oct-1951,-0.0005047019323856771,-0.0007126476275729702,-0.0012173495599586473
19-Oct-1951,-0.0004901933969446786,-0.0007026036443311958,-0.0011927970412758744
20-Oct-1951,-0.00047556215409931134,-0.000692377186607238,-0.0011679393407065493
21-Oct-1951,-0.00046081264797990775,-0.0006819712726900337,-0.0011427839206699414
22-Oct-1951,-0.0004459493579753651,-0.0006713889774079125,-0.0011173383353832776
23-Oct-1951,-0.00043097679741062485,-0.0006606334311372828,-0.0010916102285479076
24-Oct-1951,-0.00041589951219808685,-0.0006497078187926819,-0.0010656073309907687
25-Oct-1951,-0.0004007220795033972,-0.0006386153788088386,-0.0010393374583122358
26-Oct-1951,-0.00038544910637617035,-0.000627359402102429,-0.0010128085084785993
27-Oct-1951,-0.000370085228397946,-0.0006159432310267391,-0.000986028459424685
28-Oct-1951,-0.00035463510829530546,-0.0006043702583064958,-0.0009590053666018012
29-Oct-1951,-0.0003391034345715626,-0.000592643925966135,-0.0009317473605376977
30-Oct-1951,-0.00032349492010401345,-0.0005807677242386978,-0.0009042626443427112
31-Oct-1951,-0.00030781430076093206,-0.0005687451904689113,-0.0008765594912298433
01-Nov-1951,-0.0002920663339863729,-0.0005565799079976734,-0.0008486462419840463
02-Nov-1951,-0.0002762557973954898,-0.000544275505038706,-0.0008205313024341958
03-Nov-1951,-0.0002603874873639782,-0.0005318356535438045,-0.0007922231409077827
04-Nov-1951,-0.00024446621759484523,-0.0005192640680522646,-0.0007637302856471099
05-Nov-1951,-0.0002284968177057238,-0.0005065645045356523,-0.0007350613222413761
06-Nov-1951,-0.0002124841317839399,-0.0004937407592250202,-0.0007062248910089601
07-Nov-1951,-0.00019643301696497956,-0.00048079666743445603,-0.0006772296843994356
08-Nov-1951,-0.00018034834197933313,-0.0004677361023676865,-0.0006480844443470196
09-Nov-1951,-0.00016423498572366377,-0.000454562973921618,-0.0006187979596452818
10-Nov-1951,-0.00014809783580117353,-0.00044128122747359255,-0.0005893790632747661
11-Nov-1951,-0.0001319417870872737,-0.00042789484266625427,-0.0005598366297535279
12-Nov-1951,-0.00011577174026511414,-0.00041440783217666963,-0.0005301795724417837
13-Nov-1951,-9.959260038741285e-05,-0.0004008242404838414,-0.0005004168408712542
14-Nov-1951,-8.340927541075437e-05,-0.0003871481426216303,-0.00047055741803238467
15-Nov-1951,-6.7226674746477e-05,-0.0003733836429277302,-0.00044061031767420717
16-Nov-1951,-5.104970781116037e-05,-0.0003595348737857508,-0.00041058458159691117
17-Nov-1951,-3.488328255963829e-05,-0.00034560599435527425,-0.0003804892769149125
18-Nov-1951,-1.8732304044628734e-05,-0.00033160118930181055,-0.0003503334933464393
19-Nov-1951,-2.6016729492870637e-06,-0.00031752466751324413,-0.0003201263404625312
20-Nov-1951,1.3503715850980953e-05,-0.000303380660817121,-0.00028987694496614
21-Nov-1951,2.9578974752973223e-05,-0.0002891734226852147,-0.00025959444793224146
22-Nov-1951,4.5619224860015636e-05,-0.0002749072269395542,-0.00022928800207953854
23-Nov-1951,6.161959744162885e-05,-0.0002605863664465374,-0.00019896676900490854
24-Nov-1951,7.75752353623377e-05,-0.00024621515181317817,-0.00016863991645084048
25-Nov-1951,9.348129453478343e-05,-0.00023179791007213436,-0.00013831661553735094
26-Nov-1951,0.00010933294534135498,-0.00021733898336971286,-0.00010800603802835788
27-Nov-1951,0.00012512537407735464,-0.00020284272764370495,-7.771735356635031e-05
28-Nov-1951,0.0001408537843721806,-0.00018831351130223431,-4.7459726930053716e-05
29-Nov-1951,0.0001565133986055745,-0.00017375571389996724,-1.724231529439275e-05
30-Nov-1951,0.00017209945933516137,-0.00015917372480733015,1.292573452783122e-05
01-Dec-1951,0.00018760723069270567,-0.00014457194188406312,4.303528880864255e-05
02-Dec-1951,0.00020303199980087837,-0.0001299547701441795,7.307722965669888e-05
03-Dec-1951,0.00021836907815638213,-0.00011532662042637633,0.0001030424577300058
04-Dec-1951,0.0002336138030326356,-0.00010069190805668741,0.00013292189497594818
05-Dec-1951,0.000248761538848099,-8.605505151716872e-05,0.0001627064873309303
06-Dec-1951,0.00026380767855315796,-7.142047110771461e-05,0.00019238720744544334
07-Dec-1951,0.00027874764498214997,-5.6792587614571145e-05,0.0002219550573675788
08-Dec-1951,0.0002935768922211049,-4.217582097331095e-05,0.00025140107124779396
09-Dec-1951,0.00030829090694986316,-2.7574588936506165e-05,0.000280716318013357
10-Dec-1951,0.00032288520977472377,-1.2993305743006636e-05,0.0003098919040317171
11-Dec-1951,0.0003373553565669628,1.56361921537475e-06,0.0003389189757823376
12-Dec-1951,0.00035169693976700394,1.6091782719168633e-05,0.0003677887224861726
13-Dec-1951,0.00036590558970307075,3.058678905039865e-05,0.00039649237875346937
14-Dec-1951,0.00037997697587354405,4.504425131277319e-05,0.0004250212271863172
15-Dec-1951,0.0003939068082425531,5.945979275486825e-05,0.00045336660099742134
16-Dec-1951,0.00040769083849894876,7.382904808367746e-05,0.00048151988658262624
17-Dec-1951,0.0004213248613272802,8.81476647802899e-05,0.0005094725261075701
18-Dec-1951,0.0004348047156419674,0.00010241130440531757,0.000537216020047285
19-Dec-1951,0.00044812628583212503,0.00011661564390558088,0.0005647419297377059
20-Dec-1951,0.00046128550296942997,0.00013075637690990682,0.0005920418798793368
21-Dec-1951,0.00047427834602398617,0.0001448292150249345,0.0006191075610489207
22-Dec-1951,0.0004871008430514507,0.00015882988912164546,0.0006459307321730962
23-Dec-1951,0.0004997490723658463,0.00017275415061560406,0.0006725032229814504
24-Dec-1951,0.0005122191637114172,0.00018659777274431958,0.0006988169364557368
25-Dec-1951,0.0005245072993984123,0.00020035655183243422,0.0007248638512308465
26-Dec-1951,0.0005366097154452715,0.00021402630855525153,0.000750636024000523
27-Dec-1951,0.0005485227026831788,0.00022760288918915827,0.0007761255918723371
28-Dec-1951,0.0005602426078658049,0.00024108216685943945,0.0008013247747252443
29-Dec-1951,0.0005717658347413837,0.00025446004277453063,0.0008262258775159143
30-Dec-1951,0.0005830888451286582,0.00026773244745669476,0.000850821292585353
31-Dec-1951,0.0005942081599551848,0.00028089534195867576,0.0008751035019138605
01-Jan-1952,0.0006051203602981918,0.0002939447190758611,0.0008990650793740529
02-Jan-1952,0.0006158220883879829,0.0003068766045438437,0.0009226986929318266
03-Jan-1952,0.0006263100486112314,0.0003196870582303614,0.0009459971068415927
04-Jan-1952,0.0006365810084839849,0.00033237217531401834,0.0009689531837980032
05-Jan-1952,0.0006466317996061569,0.0003449280874519581,0.000991559887058115
06-Jan-1952,0.0006564593186082268,0.000357350963939501,0.0010138102825477278
07-Jan-1952,0.0006660605280620593,0.0003696370128540439,0.001035697540916103
08-Jan-1952,0.0006754324573895309,0.00038178248219154337,0.0010572149395810743
09-Jan-1952,0.0006845722037343789,0.00039378366098671933,0.0010783558647210981
10-Jan-1952,0.0006934769328306303,0.0004056368804248783,0.0010991138132555086
11-Jan-1952,0.0007021438798343525,0.00041733851493696824,0.0011194823947713209
12-Jan-1952,0.000710570350150868,0.0004288849832855508,0.0011394553334364188
13-Jan-1952,0.0007187537202254663,0.00044027274963346746,0.0011590264698589337
14-Jan-1952,0.0007266914383275432,0.0004514983246023498,0.001178189762929893
15-Jan-1952,0.0007343810253036822,0.0004625582663149221,0.0011969392916186044
16-Jan-1952,0.0007418200753098891,0.0004734491814227995,0.0012152692567326887
17-Jan-1952,0.0007490062565304723,0.0004841677261220569,0.0012331739826525292
18-Jan-1952,0.0007559373118622687,0.0004947106071506481,0.0012506479190129167
19-Jan-1952,0.0007626110595899838,0.0005050745827738674,0.001267685642363851
20-Jan-1952,0.0007690253940264238,0.0005152564637512418,0.0012842818577776657
21-Jan-1952,0.0007751782861424689,0.0005252531142906746,0.0013004314004331436
22-Jan-1952,0.0007810677841625567,0.0005350614529836135,0.0013161292371461702
23-Jan-1952,0.0007866920141485277,0.0005446784537267407,0.0013313704678752684
24-Jan-1952,0.0007920491805496655,0.0005541011466244151,0.0013461503271740805
25-Jan-1952,0.0007971375667398124,0.0005633266188767963,0.0013604641856166087
26-Jan-1952,0.0008019555355211729,0.0005723520156484543,0.0013743075511696273
27-Jan-1952,0.0008065015296135953,0.0005811745409218352,0.0013876760705354304
28-Jan-1952,0.0008107740721141566,0.0005897914583317107,0.0014005655304458672
29-Jan-1952,0.0008147717669334336,0.0005982000919817462,0.0014129718589151797
30-Jan-1952,0.0008184932992125934,0.000606397827244347,0.0014248911264569404
31-Jan-1952,0.000821937435709314,0.0006143821115403232,0.0014363195472496372
01-Feb-1952,0.0008251030251666505,0.0006221504551018731,0.0014472534802685236
02-Feb-1952,0.0008279889986509909,0.0006297004317150564,0.0014576894303660473
03-Feb-1952,0.0008305943698717577,0.0006370296794449377,0.0014676240493166955
04-Feb-1952,0.0008329182354709549,0.0006441359013399871,0.0014770541368109421
05-Feb-1952,0.00083495977529335,0.0006510168661185333,0.0014859766414118832
06-Feb-1952,0.0008367182526271692,0.0006576704088343304,0.0014943886614614994
07-Feb-1952,0.0008381930144245727,0.0006640944315234874,0.00150228744594806
08-Feb-1952,0.0008393834914932143,0.0006702869038303843,0.0015096703953235986
09-Feb-1952,0.0008402891986664636,0.0006762458636143135,0.0015165350622807772
10-Feb-1952,0.0008409097349463973,0.0006819694175352253,0.0015228791524816226
11-Feb-1952,0.000841244783622446,0.0006874557416190829,0.001528700525241529
12-Feb-1952,0.0008412941123659204,0.0006927030818027876,0.001533997194168708
